,cui,semtypes,name,abstracts,male_abstracts,female_abstracts
466478,C3485986,['phsu'],Serotonin-2c Receptor Agonist,8,160,160
466492,C1879925,['inpr'],CDISC SDTM Adverse Event Outcome Terminology,12,240,230
466520,C3841646,['qlco'],Slightly better,8,110,100
466614,C1328735,['hlca'],Health Disease Management,1,20,20
466706,C1822721,['gngm'],SHROOM3 gene,2,40,40
466763,C1521733,['ftcn'],Pathologic,20,241,271
466774,C2168373,['fndg'],increased Lesion size,1,20,20
466775,C2610344,['ortf'],retinal development,2,21,21
466824,C0645366,"['orch', 'phsu']",VA 5,3,60,41
466865,C1869620,"['aapp', 'imft', 'phsu']",reslizumab,6,120,120
466899,C0741250,['dsyn'],aspirin sensitivity,1,20,20
467003,C3273714,"['aapp', 'imft', 'phsu']",namilumab,2,11,20
467025,C0242760,['geoa'],Neptune,2,30,10
467028,C0282655,['inpr'],Critical Pathways,1,10,10
467138,C4548249,"['aapp', 'imft']",AMG203,1,10,10
467169,C0220982,['patf'],Ketoacidosis,3,60,60
467250,C0444925,['orch'],elastomeric,2,20,11
467265,C0039717,['mnob'],Textiles,3,40,31
467350,C0516712,['fndg'],Balancing when sitting,1,10,1
467438,C3826599,['popg'],Cerebral palsied children,1,10,1
467440,C1959638,['clas'],H group,4,40,31
467457,C0677549,['orgf'],Gross motor functions,2,20,2
467589,C0260145,['prog'],Podiatrist,1,10,10
467591,C4505300,['inpr'],Semantic Web,1,10,10
467644,C1508823,['prog'],Primary physician,3,31,40
467650,C3699938,['inpr'],Type of service,3,30,30
467734,C0001314,['dsyn'],Acute Disease,5,80,70
467735,C1451765,"['aapp', 'bacs']","SNAP25 protein, human",5,70,80
467808,C0521300,['topp'],Life support procedure,3,60,60
467894,C3639714,['inpr'],Movement Disorder Society Unified Parkinson's Disease Rating Scale Questionnaire,3,40,40
467925,C1960609,['virs'],Measles virus genotype D5,2,20,30
468084,C4511949,['topp'],Apremilast therapy,2,30,30
468253,C1167732,['dsyn'],Pleuropericarditis,1,1,20
468262,C1096403,['fndg'],Decreased left ventricular ejection fraction,4,42,60
468300,C2347894,['qnco'],Rate of Administration,6,71,101
468374,C0382270,"['aapp', 'bacs']",SMRT protein,4,80,80
468558,C1555018,['inpr'],Network File System,2,40,40
468572,C0031911,['orga'],Pigmentation,5,60,90
468597,C1864205,['dsyn'],"Macular Degeneration, Age-Related, 1",2,40,40
468599,C1876214,['dsyn'],"ALBINOIDISM, OCULOCUTANEOUS, AUTOSOMAL DOMINANT",1,20,20
468635,C3281003,['fndg'],Good visual acuity,1,20,20
468643,C4476700,['fndg'],Leakage of dye on fundus fluorescein angiography,2,40,40
468664,C1171306,['idcn'],geographic difference,3,60,60
468669,C0229201,['bpoc'],Structure of retina of both eyes,1,20,20
468673,C2347775,['acty'],Circumscribe (action),1,20,20
468674,C0205324,['spco'],Flat shape,19,241,232
468689,C0521694,['dsyn'],Atrophic retina,2,30,30
468693,C1185609,['bpoc'],Set of choroid blood vessels,1,20,20
468795,C3166194,['inpr'],Current state,2,40,30
468896,C0279628,['neop'],Adenocarcinoma Of Esophagus,9,140,73
469092,C2966671,['clna'],Hormone Rx:Type:Point in time:^Patient:Nominal,0,0,0
469136,C0585937,['lbpr'],Albumin excretion rate measurement,2,30,21
469168,C0008626,['cgab'],Congenital chromosomal disease,1,10,10
469174,C2936830,['comd'],Chromosome 13 duplication,1,10,10
469184,C0153886,['neop'],Acute myeloid leukemia in remission,3,30,21
469207,C0230463,['blor'],Sole of Foot,11,100,140
469215,C0004056,['menp'],Aspirations (Psychology),1,20,20
469245,C0036595,['idcn'],Self Determination,9,140,180
469478,C1141957,['dsyn'],HIV Disease Course,5,80,70
469532,C0009663,['dsyn'],Condylomata Acuminata,16,80,280
469560,C4288937,['lbtr'],Human Papillomavirus Positive,9,40,160
469602,C0556463,['fndg'],Number of sexual partners,7,40,120
469603,C0586855,['prog'],Histopathologist,1,0,20
469604,C3845263,['fndg'],16+18+31+33+35+45+51+52+56,2,0,40
469609,C0558836,['diap'],examination of vulva,1,0,20
469614,C1830377,['fndg'],High risk factors,7,90,101
469618,C0457400,['inpr'],types of lesions,4,60,80
469655,C0442158,['blor'],Perianal,4,10,61
469715,C0033808,['bact'],Pseudomonas,13,230,201
469719,C0026458,"['antb', 'orch']",Monobactams,2,20,11
469720,C0035213,['fndg'],Pulmonary Ventilation,1,10,10
469773,C2698293,"['antb', 'orch']",Aztreonam lysine,4,60,50
469797,C0439362,['qnco'],Colony Forming Unit per Gram,4,60,41
469815,C3829281,['npop'],Limited by Health,2,30,20
469825,C2698722,['mamm'],CF-1 Mouse,4,60,51
470069,C1524031,['qlco'],Minimum,4,41,50
470088,C3242217,['inpr'],altered decision,2,20,20
470120,C1882925,['qlco'],Removable,2,20,20
470242,C0429899,['lbtr'],Flare reaction,1,0,10
470294,C1563119,['neop'],Hormone receptor positive tumor,2,0,30
470315,C0683863,['inpr'],grade 11,3,10,40
470333,C0585292,['tmco'],Five times daily,3,20,30
470502,C0133271,"['inch', 'irda']",nycomed,2,40,40
470564,C0060390,['bodm'],finesse,3,60,60
470636,C0450011,['topp'],Present procedure,4,60,70
470641,C4264475,['fndg'],TIMI 1,8,160,160
470652,C4264473,['fndg'],TIMI 3,4,80,80
470755,C0430056,['lbpr'],Urine pregnancy test,2,20,30
470757,C4518441,['topp'],"Administration of human papilloma virus type 6, 11, 16, and 18 vaccine",1,20,20
470807,C1519888,['resa'],Vaccine Clinical Trial,41,440,712
470878,C0030561,['geoa'],"Paris, France",7,100,80
470900,C0027524,['medd'],Nebulizers,8,101,110
470967,C0968475,"['aapp', 'enzy']",matrix metalloproteinase 12,1,20,20
470980,C1417201,['gngm'],MMP12 gene,1,20,20
471128,C0011928,['inpr'],Diagnosis-Related Groups,2,40,40
471139,C0036234,['geoa'],Saskatchewan,2,20,30
471146,C0013556,['ocdi'],Economics,11,170,171
471171,C3242284,['hlca'],Population Health,13,200,230
471231,C1540085,['gngm'],TSPAN5 gene,4,70,70
471338,C4086564,['fndg'],Mass Effect,2,20,11
471344,C1335201,['gngm'],PDGFRA gene,1,10,10
471347,C1518418,['hcro'],North American Brain Tumor Consortium,2,20,20
471350,C2825502,['fndg'],Vasogenic Edema,2,30,30
471360,C1560581,['fndg'],"Central Nervous System Hemorrhage, CTCAE",2,10,30
471400,C1327963,"['orch', 'phsu']",GW 78603,2,20,10
471516,C0039771,"['orch', 'phsu']",Theophylline,2,30,21
471555,C0019643,"['aapp', 'enzy']",Histone Deacetylase,6,32,23
471563,C0768528,"['aapp', 'enzy']",histone deacetylase 2,2,20,11
471630,C0429725,['fndg'],Forced mid-expiratory flow rate,1,10,1
471634,C4528366,['diap'],Forced Expiratory Volume in 0.05 Second,1,10,1
471637,C1248147,['clnd'],Theophylline Oral Capsule,1,10,1
471641,C0366665,['clna'],Theophylline:Mass:Pt:Dose:Qn,0,0,0
471643,C1303136,['lbpr'],Plasma theophylline level,1,10,1
471705,C1172366,"['aapp', 'imft']",CTLA-4-Ig,2,40,40
471706,C0599934,"['imft', 'phsu']","Vaccines, Peptide",8,120,110
471780,C0281722,"['aapp', 'imft', 'phsu']",gp100 Antigen,3,60,60
471955,C4034225,['clna'],Stenosis degree,3,60,41
472003,C0030686,['popg'],Patient Dropouts,11,171,113
472020,C0221793,"['hops', 'orch', 'phsu']",Opiate Alkaloids,3,60,40
472035,C4273555,['fndg'],Beck Depression Inventory II score,5,80,70
472043,C2945649,['popg'],heroin users,1,20,10
472117,C0134835,"['aapp', 'imft']",P-Selectin,6,51,52
472123,C0167627,"['aapp', 'imft']",CD40 Ligand,6,61,80
472132,C1430180,"['aapp', 'bacs']","TRAP1 protein, human",1,1,10
472136,C0043339,"['elii', 'phsu']",Xenon,2,11,20
472160,C1512639,['cell'],Immature Platelet,1,1,10
472179,C0887961,['resa'],Endpoint Assay,1,1,10
472218,C1271704,"['aapp', 'bacs', 'nnon']",Collagen ADP,1,1,10
472320,C4684872,['topp'],Lapatinib/Letrozole Regimen,2,0,40
472323,C0423043,['fndg'],Quality of focus,3,20,50
472397,C0028658,['socb'],Nurse-Patient Relations,8,100,140
472402,C0005544,['resa'],Biometry,6,60,110
472404,C0872227,['inpr'],Mental Status Tests,3,30,50
472406,C1450048,['mcha'],videoconferencing communications,8,130,92
472508,C1420621,['gngm'],TCAP gene,2,30,40
472571,C0666364,"['aapp', 'bacs']",TRANCE protein,6,80,70
472575,C0001349,['patf'],Acute-Phase Reaction,4,60,80
472634,C0280855,['topp'],bone metastases prevention/treatment,2,30,20
472650,C0487261,"['aapp', 'imft']",Nuclear antibody,3,50,50
472716,C2741958,['orch'],VX-770,5,70,70
472724,C0022245,"['orch', 'phsu']",Isoproterenol,3,31,31
472786,C3267922,['phsu'],Cystic Fibrosis Transmembrane Conductance Regulator Potentiator [EPC],8,110,120
472795,C0459205,['inpr'],Type of activity,4,30,50
472801,C0221201,['sosy'],Macular rash,1,10,10
472853,C0279023,['topp'],chemosensitization/potentiation,7,62,71
472856,C2717283,"['aapp', 'imft', 'phsu']",MEDI-528,3,40,40
472879,C1699801,"['aapp', 'imft']","IL9 protein, human",6,70,80
472915,C0079043,['ortf'],Bronchoconstriction,10,101,101
472977,C1979962,['tmco'],post exercise,6,41,51
473097,C2248778,['moft'],cyclic nucleotide-gated mechanosensitive ion channel activity,14,161,125
473107,C1513143,['qlco'],mesenchymal,4,40,22
473119,C0398523,['diap'],Bone marrow aspiration procedure,6,70,51
473146,C2827482,['bdsu'],Whole Bone Marrow,2,20,2
473189,C0080356,"['orch', 'phsu']",Valproate,17,300,300
473229,C1428925,['gngm'],PLB1 gene,1,20,20
473299,C0580821,['tmco'],Relapse episode,1,20,20
473331,C0349208,['mobd'],manic episode,8,130,130
473392,C0038116,['qnco'],Stable Population,6,110,100
473585,C0419162,['topp'],Potential suicide care,1,20,20
473608,C0851163,['fndg'],Suicide or suicide attempt,3,50,60
473716,C0085143,['hlca'],Ergometry,10,130,102
474055,C0037408,['socb'],Social Desirability,2,20,30
474071,C3179158,['phsf'],Hypnotic Effect,1,0,20
474091,C0040225,['tmco'],Time Factors,7,100,100
474120,C0236991,['mobd'],primary sleep disorders,3,11,40
474128,C4520529,['inpr'],Insomnia severity index,16,161,221
474161,C0205711,['dsyn'],Pelizaeus-Merzbacher Disease,4,22,60
474193,C0003916,['ocdi'],Artificial Intelligence,1,20,20
474200,C0018546,"['orch', 'phsu']",Haloperidol,7,130,110
474226,C4321239,['inpr'],Decision Regret Scale,11,160,150
474229,C0366498,['clna'],Haloperidol:Mass:Pt:Dose:Qn,0,0,0
474234,C2735350,['phsf'],Labor and delivery process,2,20,40
474252,C0150186,['topp'],Delirium management,1,20,20
474308,C0005834,['diap'],Collection of blood specimen for laboratory procedure,3,30,50
474318,C0245636,"['aapp', 'enzy']",glutaminyl-peptide cyclotransferase,3,41,50
474332,C0443089,['bdsu'],Leukocyte buffy coat,2,40,40
474364,C0596607,['lbpr'],Gel Electrophoresis (lab technique),2,40,30
474385,C2347229,['lbpr'],Buffy Coat Preparation,1,20,20
474398,C3873893,['medd'],Blood tube,2,40,30
474408,C4554601,['dsyn'],Amyloidosis cutis dyschromia,5,61,61
474410,C0060926,"['orch', 'phsu']",gabapentin,20,251,281
474418,C0039991,['topp'],Thoracotomy,4,40,50
474464,C0027348,"['orch', 'phsu']",Nalbuphine,1,10,10
474490,C0002911,['topp'],"Anesthesia, Conduction",4,30,60
474491,C0002769,['topp'],"Analgesia, Epidural",8,100,110
474516,C1182909,['blor'],Thoracic segment of spinal epidural space,2,20,20
474555,C1154156,['clnd'],gabapentin 600 MG,1,10,10
474620,C4696290,['qnco'],Aspirin dose,10,150,150
474715,C0679862,['patf'],treatment error,3,60,60
474879,C1845861,['dsyn'],"MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT",11,65,103
474914,C0028419,['geoa'],Northwestern United States,2,21,30
474993,C0748159,['dsyn'],pulmonary involvement,2,11,30
474994,C0359156,"['aapp', 'imft', 'phsu']",Rabbit anti-human T-lymphocyte globulin,15,221,191
474998,C1511567,['fndg'],Cutaneous Involvement,4,42,51
475004,C4038460,['cell'],Non-hematopoietic stem cell,1,1,10
475084,C0031623,['orch'],Phosphatidylserines,1,20,10
475101,C3887611,['sosy'],Restlessness,1,20,10
475174,C1511728,['inpr'],Data Element,3,21,40
475181,C3472494,['inpr'],Strengths and difficulties questionnaire,4,80,70
475217,C0020431,['topp'],Hyperbaric oxygenation therapy,1,10,0
475263,C2752974,['inbe'],parental behavior,1,10,0
475268,C0033581,['dsyn'],prostatitis,4,80,0
475354,C0031066,['blor'],Anogenital region,4,20,50
475409,C0278107,['sosy'],Painful ejaculation,1,20,0
475441,C0162757,['phsu'],Serotonin Agonists,5,90,90
475615,C0034043,['popg'],Puerto Ricans,1,10,20
475697,C1967732,['clnd'],Budesonide / formoterol Metered Dose Inhaler,4,70,80
475702,C1272871,['bodm'],Pressurised inhalation,1,10,20
475765,C0039565,['socb'],Terrorism,1,10,10
475790,C1449772,['acty'],September 11 Terrorist Attacks,1,10,10
475931,C0376563,"['aapp', 'imft', 'phsu']",Recombinant Granulocyte-Macrophage Colony-Stimulating Factors,1,10,10
475937,C0242488,['inpo'],Acute Lung Injury,5,70,50
476047,C0023923,['euka'],Loa (invertebrate),1,20,10
476125,C1330963,['topp'],alcoholism pharmacotherapy,2,30,11
476191,C0037716,['geoa'],South Carolina,6,70,90
476195,C0021216,['popg'],Indigents,1,10,10
476300,C0459423,['fndg'],Equivocal result,1,10,10
476346,C1272423,['hlca'],Diabetic care management,2,30,10
476579,C0013551,['qnco'],Economic Conditions,1,20,20
476605,C3897727,['inpr'],Relapse Criteria,5,60,90
476609,C1549671,['inpr'],Business Telephone Number,1,20,20
476624,C4321323,['fndg'],Attendant -- finding,7,90,91
476635,C3845219,['fndg'],Paid Assistance,1,20,20
476706,C0220888,['ftcn'],increasing incidence,4,60,51
476774,C0337806,['popg'],Greeks,2,20,30
476862,C3828490,['clna'],Pregnant During the Study,2,20,30
477057,C0037925,['bpoc'],Spinal Cord,9,111,74
477060,C1658524,['clnd'],pregabalin 150 MG,10,121,130
477099,C2584606,['medd'],"Catheters, Spinal, Intrathecal",1,10,10
477102,C3853621,['medd'],Spinal catheter,1,10,10
477103,C0181982,['medd'],Spinal needle,1,10,10
477181,C0724534,"['inch', 'phsu']",Bacteriostat,1,10,1
477237,C0560033,['qnco'],inches per second,2,20,11
477247,C4522303,['qnco'],Fraction Unbound,1,10,1
477263,C1519523,['emod'],Tissue Model,2,30,21
477328,C4053896,['qlco'],Unequivocal,4,50,70
477392,C0596611,['genf'],Gene Mutation,6,90,81
477415,C0857036,['dsyn'],Acute Angioedema,5,41,60
477494,C0178829,['dsyn'],reproductive system disorder,4,20,80
477498,C1176244,"['aapp', 'imft', 'rcpt']","DARC protein, human",2,0,40
477500,C0887892,"['imft', 'phsu']","Vaccines, Subunit",16,221,223
477511,C0806362,"['aapp', 'imft']",Herpes simplex virus 2 Ab,2,0,40
477533,C3687221,['lbtr'],Human herpesvirus 1 negative,2,20,30
477662,C0814279,['inpr'],prevention or treatment protocol,8,91,121
477689,C1531624,['dsyn'],Cardioembolic stroke,7,140,130
477766,C0044728,['orch'],11-dehydro-thromboxane B2,1,10,10
477770,C1565860,"['aapp', 'enzy']","PTGS2 protein, human",9,110,130
477785,C0718690,"['orch', 'phsu']",Aspirin Enteric Coated,2,20,20
477857,C0949314,['plnt'],Panax ginseng,4,30,40
477867,C1119918,"['orch', 'phsu']",Ginseng Preparation,4,30,40
477936,C1372798,['phsf'],Physiological Effects [PE],3,30,21
477938,C3242228,['fndg'],new information,7,60,91
477984,C0085988,['fndg'],Cephalopelvic Disproportion,3,50,30
477997,C1417890,['gngm'],NUMB gene,4,80,20
478009,C4546884,['elii'],Carbon-9,1,20,10
478013,C1611971,['orch'],N-methyl-nicotine,6,100,72
478063,C0582778,['topp'],Understanding behavior,1,20,10
478086,C0040233,"['orch', 'phsu']",Timolol,5,61,70
478090,C0165590,"['orch', 'phsu']",dorzolamide,2,11,20
478094,C0003662,['bdsu'],Aqueous Humor,2,11,20
478097,C0016353,['diap'],Fluorophotometry,1,1,10
478122,C0087093,"['orch', 'phsu']",Timolol Maleate,1,1,10
478140,C0028841,['dsyn'],Ocular Hypotension,16,231,260
478189,C1827744,['clna'],Episcleral venous pressure,1,1,10
478191,C1720164,['clna'],Central corneal thickness,4,31,31
478196,C0430892,['diap'],Tonography,1,1,10
478203,C0771293,"['orch', 'phsu']",Dorzolamide hydrochloride,1,1,10
478205,C0429492,['fndg'],Depth of anterior chamber of eye,2,11,20
478207,C1444588,['diap'],Ultrasound pachymetry,1,1,10
478219,C4721201,['diap'],Measurement of episcleral venous pressure using venomanometer,1,1,10
478241,C2825622,"['orch', 'phsu']",fimasartan,3,50,50
478356,C0051380,"['bacs', 'orch']",alpha-hydroxyglutarate,3,60,60
478539,C0655714,['elii'],TE 5,3,40,40
478574,C1417822,['gngm'],NR1D2 gene,3,40,31
478595,C2984063,['qnco'],Microgram per Fifteen Milliliters,2,20,20
478650,C3491163,"['aapp', 'imft']",SAR236553,3,30,30
478681,C0036734,"['aapp', 'enzy']",Serine Endopeptidases,4,41,21
478693,C4050316,['lbpr'],Proprotein Convertase Subtilisin/Kexin Type 9 Measurement,3,40,40
478709,C0151436,['dsyn'],"Vasculitis, Leukocytoclastic, Cutaneous",1,10,10
478871,C0640640,['orch'],dioctadecylamidospermine,5,61,90
478881,C1532292,['qnco'],Ehrlich units/milliliter,12,130,210
478946,C1514218,"['imft', 'phsu']",Polyvalent Vaccine,7,80,120
478997,C1168198,['neop'],Recurrent respiratory papillomatosis,1,0,20
479000,C0457279,['bdsu'],Cord blood specimen,1,0,20
479013,C0032043,['emst'],Placenta,4,0,60
479065,C0201467,['lbpr'],Immunoglobulin typing,1,0,20
479102,C1373187,['ortf'],Renal Elimination,9,122,113
479143,C1634526,['qnco'],gm/gm creatinine,3,31,31
479153,C0262380,['dsyn'],Asymptomatic bacteriuria,2,40,30
479201,C0595877,['fndg'],Blood glucose increased,9,170,150
479211,C0855652,['lbtr'],culture negative,14,210,211
479253,C0004037,['fngs'],Aspergillus fumigatus,1,10,10
479434,C0733755,['spco'],Positioning Attribute,14,191,220
479459,C2960799,['ftcn'],Intrapericardial Route of Drug Administration,2,40,30
479526,C0038111,['geoa'],Saint Pierre and Miquelon,16,220,240
479566,C0141611,['orch'],Sb 1,3,30,30
479608,C0960954,"['bacs', 'orch']",SB 9,1,10,10
479621,C0194073,['diap'],Kidney biopsy,7,90,80
479633,C1167870,['patf'],Graft dysfunction,3,12,21
479924,C1328818,['cell'],Podocytes,2,20,20
479937,C0015825,['topp'],Labyrinth fenestration,1,10,20
479955,C0541879,['menp'],Detachment psychological,3,30,60
479964,C0230639,['celc'],"Fenestration, endothelial",2,11,21
479971,C0002460,['popg'],American Indians,7,90,130
480028,C4329443,['qnco'],Basement Membrane Thickness,1,10,20
480037,C0227647,['bpoc'],Structure of glomerular capillary endothelium,1,10,20
480045,C1551488,['popg'],Pima Indian,1,10,20
480108,C4082350,['orgf'],Resting Metabolic Rate,6,60,70
480137,C4026821,['clnd'],exenatide Injection,5,70,60
480173,C0597393,['ortf'],respiratory gas,1,10,10
480195,C0025115,['qlco'],Medication Error,4,80,80
480256,C1710529,['qnco'],Unadjusted Incidence Rate,1,20,20
480297,C0231347,['inbe'],At risk for noncompliance,1,20,20
480383,C0019576,['popg'],Hispanic Americans,2,30,30
480517,C4285548,['clna'],Self-care activities panel:-:Pt:^Patient:-,1,20,20
480529,C0932026,['cnce'],Has_member relation,11,150,181
480560,C3494272,['tisu'],Acellular Dermal Matrix,6,40,71
480629,C1457869,['ftcn'],Defect,19,154,184
480639,C0342971,['topp'],Repair of incisional hernia,2,20,20
480641,C0019334,['topp'],Repair of ventral hernia,4,50,50
480650,C0807712,['tmco'],Recurrence date,2,20,20
480666,C1563093,['bpoc'],Distal intermedial ridge of tibia,2,30,30
480920,C1140263,['inpr'],Medical Dictionary for Regulatory Activities Terminology (MedDRA),9,140,160
480946,C1706381,['inpr'],Periodic Report,6,70,81
480995,C0024334,"['hops', 'orch']",Lysergic Acid Diethylamide,3,31,22
480998,C0024369,['celc'],Lysosomes,2,11,11
481011,C0025521,"['cgab', 'dsyn']",Inborn Errors of Metabolism,4,41,32
481021,C0030660,['patf'],Pathologic Processes,5,61,61
481054,C1520007,['phsu'],viral vector,4,22,12
481056,C4322626,['tisu'],Tissue of central nervous system,1,1,1
481073,C3813211,['orch'],Prostaglandin E2,1,20,10
481165,C0586695,['tisu'],Esophageal biopsy sample,2,30,11
481176,C2317495,['topp'],Administration of aspirin,4,60,70
481264,C0066563,"['aapp', 'rcpt']",Mineralocorticoid Receptor,2,30,30
481334,C0989605,['clnd'],Ramipril 2.5 MG,2,30,30
481361,C0232202,['fndg'],Normal sinus rhythm,2,40,40
481422,C0994894,['medd'],Patch Dosage Form,12,120,190
481434,C0020026,"['hcro', 'mnob']","Hospitals, State",1,20,20
481491,C0038135,['irda'],Standard Preparations,3,50,50
481597,C1955957,['evnt'],Mass Casualty Incidents,1,10,1
481604,C0242932,['qnco'],"Statistics, Nonparametric",2,20,11
481605,C0024868,['lbpr'],Gas Chromatography-Mass Spectrometry,5,60,41
481626,C3814390,['inpr'],Biospecimen Domain,8,60,81
481638,C0012618,['phpr'],Disasters,1,10,1
481647,C1553107,['prog'],"Emergency Medical Technician, Basic",1,10,1
481653,C0553741,['topp'],Fluid Management,8,80,82
481692,C1549739,['idcn'],Provider number,1,10,1
481705,C0419055,['topp'],Advanced life support,3,40,21
481781,C0404077,['topp'],Abdominal hysterectomy,3,0,50
481833,C3280470,['fndg'],Benign condition,4,20,80
481944,C1706398,['qnco'],Vial Dosing Unit,5,80,70
481964,C3899989,['dsyn'],Autosomal Dominant Disorder,3,40,40
481988,C1710088,['mnob'],Single Dose Vial,1,10,10
482020,C0240069,['popg'],israeli,4,50,50
482157,C0504053,['bpoc'],Wall of left ventricle,2,40,30
482160,C0109727,"['orch', 'phsu']",CI 914,1,20,20
482433,C1737264,['patf'],Recurrent ventricular tachycardia,2,40,30
482450,C0449497,['qlco'],Type of device,9,160,150
482517,C0018183,['cell'],granulocyte,9,111,92
482526,C0659308,['orch'],4-(3'-di(2-chloroethyl)aminopropionyl)biphenyl,9,82,130
482791,C1254481,['fndg'],Patient Problem,14,200,201
482891,C3537128,['phsu'],Vasopressin Antagonist,4,60,50
482991,C4699692,['qnco'],81 mg,16,200,260
483095,C0086440,['phsu'],Hypolipidemic Agents,13,220,190
483278,C0005774,['lbpr'],Blood Chemical Analysis,5,90,70
483279,C0205753,"['aapp', 'bacs']",Opioid Peptide,1,10,10
483377,C0303024,"['elii', 'irda']",Iodine-124,2,30,20
483391,C0262613,['fndg'],Renal mass,1,20,10
483411,C3536795,"['aapp', 'imft']",girentuximab,4,70,51
483464,C1262070,['topp'],mass excision,0,0,0
483492,C1708573,"['aapp', 'imft', 'phsu']",iodine I 124 chimeric monoclonal antibody cG250,1,20,10
483535,C4704787,['tmco'],Screen Time,5,80,100
483539,C0003745,['qnco'],Area Analysis,4,30,41
483542,C1510656,['dora'],Athletics,4,50,30
483544,C0037414,['idcn'],Social Environment,7,110,110
483554,C1519022,['inbe'],Personal Behavior,4,40,60
483556,C3179002,['socb'],Social Networking,7,110,120
483564,C0683295,['menp'],self-worth,3,20,60
483580,C2984072,['inpr'],I get support from my friends question,1,0,20
483593,C0599491,['resd'],physical model,3,20,30
483619,C1846609,['dsyn'],"EPILEPSY, PARTIAL, WITH PERICENTRAL SPIKES",2,20,20
483623,C1335057,"['aapp', 'enzy']","PTPN22 protein, human",10,130,120
483760,C4305993,['phsu'],MLN-977,1,10,10
483770,C0699949,['dsyn'],airway disease,2,30,30
483820,C0022865,['patf'],Obstetric Labor Complications,2,0,40
483824,C0233256,['fndg'],Fetal Malpresentation,1,0,20
483873,C0011100,['npop'],Deceleration,2,0,40
483891,C3258056,['fndg'],Previous cesarean deliveries,1,0,20
483895,C3665370,['topp'],Operation on uterus,1,0,20
483914,C0158951,['patf'],Fetal blood loss,0,0,0
483917,C3277934,['fndg'],Anomalous,1,0,20
483940,C0234622,['fndg'],Emmetropia,5,80,90
484083,C3274585,['phsu'],Dexamethasone Intravitreal Implant,9,140,180
484099,C0019590,"['orch', 'phsu']",Histamine Antagonists,9,120,121
484361,C4316882,['hlca'],Dental Surgical Services,2,40,40
484616,C3872354,['clnd'],Carbidopa / Levodopa Extended Release Oral Capsule,1,20,20
484676,C0019378,['virs'],"Herpesvirus 1, Cercopithecine",8,150,120
484767,C0518090,['inpr'],Frequency of Pain Question,3,50,50
484772,C0309276,['phsu'],ID-1,1,10,20
484788,C0444810,['inpr'],B 24,1,20,20
484790,C2826263,['inpr'],Group ID,2,30,21
484938,C0429197,['lbtr'],Minimal effective dose,6,100,110
485114,C0175167,['fndg'],Acneiform Eruptions,1,20,20
485125,C3830268,['inpr'],FACT-L Questionnaire,2,40,40
485151,C0281297,['topp'],carboplatin/paclitaxel,23,320,332
485152,C0179740,['medd'],Peripherally inserted central catheter (physical object),4,60,60
485252,C0751110,['dsyn'],Single Seizure,1,20,20
485285,C1637390,['qnco'],Milliliter per gram,5,71,71
485324,C3826350,['fndg'],Fever in children,6,110,110
485329,C1640814,"['aapp', 'imft', 'phsu']",Influenza split virion vaccine,8,130,140
485451,C4693745,['fndg'],Impaired mitochondrial function,2,10,20
485457,C1533847,['dsyn'],Disorder of skeletal muscle,2,11,11
485479,C1413745,['gngm'],CS gene,1,10,10
485481,C0224444,['bpoc'],Structure of vastus lateralis muscle,5,32,32
485486,C2258114,['moft'],citrate synthase activity,1,10,10
485599,C0175372,['bpoc'],Structure of inferior brachium of corpora quadrigemina,3,30,40
485604,C0796511,['topp'],fluorouracil/oxaliplatin,9,140,102
485630,C0018824,['dsyn'],Heart valve disease,9,161,170
485719,C4527309,['inpr'],Gleason Grade Group 1,4,80,60
485727,C4697714,['fndg'],Regurgitant,3,60,60
485750,C0741936,['dsyn'],CARDIAC Valvular regurgitation,1,20,20
485817,C1256761,['topp'],Natural Family Planning Methods,3,50,40
485851,C0373483,['lbpr'],Drug screen (procedure),1,20,20
485885,C1134630,['diap'],long-term screening,1,20,20
485907,C4517809,['qnco'],545,13,230,250
486067,C1541246,['topp'],lapatinib/trastuzumab,3,0,50
486278,C0599834,['inpr'],Technology Development,2,40,21
486309,C0699726,['popg'],Offenders,3,50,21
486324,C0425092,['fndg'],Self-employed,1,20,1
486330,C0680470,['inbe'],felony,2,40,2
486336,C1144889,['hlca'],Follow-up service,1,20,1
486339,C0023978,['nnon'],Long Terminal Repeat,6,70,71
486371,C0432408,['dsyn'],Trisomy 12,1,10,10
486488,C0806123,"['aapp', 'bacs']",Fetal fibronectin,3,60,60
486539,C1325557,['celc'],Nuclear chromatin,1,20,20
486548,C0205152,['spco'],Subcapsular,1,20,20
486584,C0949431,['cell'],TC1 Cells,1,20,20
486608,C0005835,['bdsu'],Blood Stains,3,40,40
486621,C0020966,['orgf'],Cellular Immunity,12,170,210
486646,C1423842,['gngm'],NELFCD gene,10,101,101
486660,C3156674,['celf'],interleukin-13 secretion,1,20,20
486677,C0580277,['inpr'],3 serotype,1,20,20
486689,C1552104,['bpoc'],Mandibular left third molar distal hemisection,3,50,50
486691,C1550101,['bdsu'],Supernatant,5,51,60
486749,C0172659,"['aapp', 'bacs']",Sp3 Transcription Factor,5,90,90
486793,C4285347,"['aapp', 'imft']",Ha Antibody,1,20,20
486894,C0369247,"['aapp', 'imft']",G Ab,2,40,40
487080,C0139815,"['orch', 'phsu']",R-52,10,140,131
